asin,overall,reviewText,summary
B001CP5WXC,1.0,"Junk! Bought it. I hear pieces rattling around inside but installed it anyway. Drive spun up but didn't read. Sounded like it was eating the disk. Quickly ejected the disk and inspected it. Fortunately it wasn't damaged. I was hoping to return it to the seller, but since we were on vacation and didn't have time to check it out within the 30-day window, it can't be returned so looks like I'm now stuck with it. Wonderful! I'm going to try contacting Amazon Customer service but I'm not holding my breath.",Junk.
B001V9PTVE,1.0,I loved this game back in the day. I had lost my old disks over the years and jumped at the chance to own this again. It says that it works on Vista on the box but I found that it did not work well at all. I have the latest drivers for my Nvida card and I was getting all kinds of graphic problems. Strange colors ect. I was a sad panda that this didn't work with my system.,Vista users beware.
B00006F7S8,1.0,"I enjoyed the Simcity games and felt ripped off with Simcity 3000 as it was basically the same package as the previous Simcity.  If you love the basic city building concepts of the Simcity games, Simcity 4 is the exact same thing.  At least they changed the graphics for this one and gave it an updated look for today's video cards but if you look at screenshots for Simcity 4 you'll see that it has the same rules, building types, etc.  If you'd like to play Simcity again with an updated graphics engine, go for this title, but if you've been ""simcitied out,"" save your money and buy another title.  Sims anything sells like hotcakes and EA realizes this.  It's another attempt to cash in on the Sim name.","I loved the Simcity series, but they need to change it"
B000FQ2D5E,1.0,"This game turned out to be mediocre.  Not too much fun at all.  The story line and especially the ending is completely stupid.  The whole snake story has been silly in 1-3, but this one is worse.  Mostly due to the boredom it creates for the player when the action stops.  Cut scenes are long and many times do not add anything to the game.  The bosses are ridiculously annoying more than scary.  I am happy I got mine used and will probably be able to sell it still.  I recommend renting this if you really think you are still interested to play.",Terrible story line - Graphics great!  Gameplay Mediocre
B000G0HJ3K,1.0,"The game was rushed.  The instruction manual says there are things in the game, that  in fact, never made it in the final release.  The load times are totaly unacceptable, incredibly long load times for just  five seconds of either a CG or mini-game instruction.  The controls are HORRIBLE and in some areas, the ground is there, but you can still fall through.  The slowdown in this game is UNBEARABLE and the camery WILL KILL YOU.  Try to avoid this game alltogether, unless you don't mind playing 20 dollars for it.",Sega really killed Sonic's name with this one
B00ZJEIVB2,1.0,Mediocre game set in a beautiful open world,GR Wildlands is just okay. Nothing more.
B002BCQ7NE,1.0,"I got this game for [...]. Yes, it's cheap. But there is no fun at ALL! I played Lakers VS some other team...and guess what - I didn't even make any fast break in the entire game. I also got 2K 10 for [...] with my good Samsung TV. It's fun and I am still playing it today. EA does a great job on the graphic..but the game control and flow is darn sorry.",Go for 2K 10
B00VZAQ34Q,1.0,"This game was garbage. It's nothing like MegaMan, and even with an open mind I couldn't stand this game after like 1 hour of play time. Graphics on the Wii U version are horrible and the frame rate dropped below 10. It's unplayable and unacceptable that this was released on any platform. Sold my copy after a day I purchased this junk.",Horrible!!!! Worst game I played in 2016..
B00HKCIT0O,1.0,Like incomplete games? Well here ya go!,100$ of DLC day one WOO!!!
B00007LVDN,1.0,"Minimum system requirements state QuickTime 6.0 -- but it doesn't tell you that a newer version of QT will make it impossible to play properly. On mine, all the characters displayed as big white boxes. According to Ubisoft support center: ""This problem can occur if you have installed a newer version of Apple's Quicktime software.  Unfortunately, the only way to resolve this issue is to uninstall Quicktime from your system, and then reinstall the version of Quicktime included on the game disk. ""

I prefer NOT to downgrade my software just to play a game, so I uninstalled this game. No doubt, the newer versions of this game don't have this flaw (at least, I'd HOPE not!)

Barbara",Be aware: you need an old version of Quicktime
